tag,problem_id,title,difficulty,diff_band,url
尺取り法,abc388_e,E - Simultaneous Kagamimochi,1068,800-1199,https://atcoder.jp/contests/abc388/tasks/abc388_e
累積和,abc389_c,C - Snake Queue,255,0-399,https://atcoder.jp/contests/abc389/tasks/abc389_c
尺取り法,abc389_d,D - Squares in Circle,749,400-799,https://atcoder.jp/contests/abc389/tasks/abc389_d
二分探索,abc389_e,E - Square Price,1897,1600-1999,https://atcoder.jp/contests/abc389/tasks/abc389_e
priority_queue,abc389_e,E - Square Price,1897,1600-1999,https://atcoder.jp/contests/abc389/tasks/abc389_e
Lazy-Segment-Tree,abc389_f,F - Rated Range,1642,1600-1999,https://atcoder.jp/contests/abc389/tasks/abc389_f
二分探索,abc389_f,F - Rated Range,1642,1600-1999,https://atcoder.jp/contests/abc389/tasks/abc389_f
深さ優先探索,abc390_d,D - Stone XOR,1607,1600-1999,https://atcoder.jp/contests/abc390/tasks/abc390_d
基礎DP,abc390_e,E - Vitamin Balance,1227,1200-1599,https://atcoder.jp/contests/abc390/tasks/abc390_e
基礎DP,abc391_e,E - Hierarchical Majority Vote,1165,800-1199,https://atcoder.jp/contests/abc391/tasks/abc391_e
priority_queue,abc391_f,F - K-th Largest Triplet,1554,1200-1599,https://atcoder.jp/contests/abc391/tasks/abc391_f
二分探索,abc391_f,F - K-th Largest Triplet,1554,1200-1599,https://atcoder.jp/contests/abc391/tasks/abc391_f
連想配列,abc392_d,D - Doubles,579,400-799,https://atcoder.jp/contests/abc392/tasks/abc392_d
Union-Find,abc392_e,E - Cables and Servers,1218,1200-1599,https://atcoder.jp/contests/abc392/tasks/abc392_e
set,abc392_e,E - Cables and Servers,1218,1200-1599,https://atcoder.jp/contests/abc392/tasks/abc392_e
Binary-Indexed-Tree,abc392_f,F - Insert,1395,1200-1599,https://atcoder.jp/contests/abc392/tasks/abc392_f
Segment-Tree,abc392_f,F - Insert,1395,1200-1599,https://atcoder.jp/contests/abc392/tasks/abc392_f
二分探索,abc392_f,F - Insert,1395,1200-1599,https://atcoder.jp/contests/abc392/tasks/abc392_f
分割統治,abc393_b,B - A..B..C,44,0-399,https://atcoder.jp/contests/abc393/tasks/abc393_b
連想配列,abc393_c,C - Make it Simple,188,0-399,https://atcoder.jp/contests/abc393/tasks/abc393_c
gcd,abc393_e,E - GCD of Subset,1253,1200-1599,https://atcoder.jp/contests/abc393/tasks/abc393_e
LIS,abc393_f,F - Prefix LIS Query,1284,1200-1599,https://atcoder.jp/contests/abc393/tasks/abc393_f
二分探索,abc393_f,F - Prefix LIS Query,1284,1200-1599,https://atcoder.jp/contests/abc393/tasks/abc393_f
座標圧縮,abc393_f,F - Prefix LIS Query,1284,1200-1599,https://atcoder.jp/contests/abc393/tasks/abc393_f
stack,abc394_d,D - Colorful Bracket Sequence,253,0-399,https://atcoder.jp/contests/abc394/tasks/abc394_d
幅優先探索,abc394_e,E - Palindromic Shortest Path,1403,1200-1599,https://atcoder.jp/contests/abc394/tasks/abc394_e
木DP,abc394_f,F - Alkane,1549,1200-1599,https://atcoder.jp/contests/abc394/tasks/abc394_f
連想配列,abc395_c,C - Shortest Duplicate Subarray,161,0-399,https://atcoder.jp/contests/abc395/tasks/abc395_c
尺取り法,abc395_c,C - Shortest Duplicate Subarray,161,0-399,https://atcoder.jp/contests/abc395/tasks/abc395_c
ダイクストラ法,abc395_e,E - Flip Edge,978,800-1199,https://atcoder.jp/contests/abc395/tasks/abc395_e
二分探索,abc395_f,F - Smooth Occlusion,1437,1200-1599,https://atcoder.jp/contests/abc395/tasks/abc395_f
stack,abc396_b,B - Card Pile,37,0-399,https://atcoder.jp/contests/abc396/tasks/abc396_b
累積和,abc396_c,C - Buy Balls,291,0-399,https://atcoder.jp/contests/abc396/tasks/abc396_c
深さ優先探索,abc396_d,D - Minimum XOR Path,601,400-799,https://atcoder.jp/contests/abc396/tasks/abc396_d
幅優先探索,abc396_e,E - Min of Restricted Sum,1379,1200-1599,https://atcoder.jp/contests/abc396/tasks/abc396_e
深さ優先探索,abc396_e,E - Min of Restricted Sum,1379,1200-1599,https://atcoder.jp/contests/abc396/tasks/abc396_e
Binary-Indexed-Tree,abc396_f,F - Rotated Inversions,1479,1200-1599,https://atcoder.jp/contests/abc396/tasks/abc396_f
imos法,abc396_f,F - Rotated Inversions,1479,1200-1599,https://atcoder.jp/contests/abc396/tasks/abc396_f
二分探索,abc397_d,D - Cubes,1132,800-1199,https://atcoder.jp/contests/abc397/tasks/abc397_d
木DP,abc397_e,E - Path Decomposition of a Tree,1484,1200-1599,https://atcoder.jp/contests/abc397/tasks/abc397_e
Lazy-Segment-Tree,abc397_f,F - Variety Split Hard,1753,1600-1999,https://atcoder.jp/contests/abc397/tasks/abc397_f
インラインDP,abc397_f,F - Variety Split Hard,1753,1600-1999,https://atcoder.jp/contests/abc397/tasks/abc397_f
bit全探索,abc398_b,B - Full House 3,46,0-399,https://atcoder.jp/contests/abc398/tasks/abc398_b
連想配列,abc398_c,C - Uniqueness,124,0-399,https://atcoder.jp/contests/abc398/tasks/abc398_c
set,abc398_d,D - Bonfire,746,400-799,https://atcoder.jp/contests/abc398/tasks/abc398_d
連想配列,abc398_d,D - Bonfire,746,400-799,https://atcoder.jp/contests/abc398/tasks/abc398_d
深さ優先探索,abc398_e,E - Tree Game,1238,1200-1599,https://atcoder.jp/contests/abc398/tasks/abc398_e
幅優先探索,abc398_e,E - Tree Game,1238,1200-1599,https://atcoder.jp/contests/abc398/tasks/abc398_e
Manacher,abc398_f,F - ABCBA,1033,800-1199,https://atcoder.jp/contests/abc398/tasks/abc398_f
Union-Find,abc399_c,C - Make it Forest,321,0-399,https://atcoder.jp/contests/abc399/tasks/abc399_c
幅優先探索,abc399_c,C - Make it Forest,321,0-399,https://atcoder.jp/contests/abc399/tasks/abc399_c
深さ優先探索,abc399_c,C - Make it Forest,321,0-399,https://atcoder.jp/contests/abc399/tasks/abc399_c
累積和,abc399_f,F - Range Power Sum,1558,1200-1599,https://atcoder.jp/contests/abc399/tasks/abc399_f
二分探索,abc400_c,C - 2^a b^2,702,400-799,https://atcoder.jp/contests/abc400/tasks/abc400_c
幅優先探索,abc400_d,D - Takahashi the Wall Breaker,1026,800-1199,https://atcoder.jp/contests/abc400/tasks/abc400_d
二分探索,abc400_e,E - Ringo's Favorite Numbers 3,1226,1200-1599,https://atcoder.jp/contests/abc400/tasks/abc400_e
累積和,abc401_c,C - K-bonacci,248,0-399,https://atcoder.jp/contests/abc401/tasks/abc401_c
基礎DP,abc401_d,D - Logical Filling,1148,800-1199,https://atcoder.jp/contests/abc401/tasks/abc401_d
Union-Find,abc401_e,E - Reachable Set,1270,1200-1599,https://atcoder.jp/contests/abc401/tasks/abc401_e
全方位木DP,abc401_f,F - Add One Edge 3,1666,1600-1999,https://atcoder.jp/contests/abc401/tasks/abc401_f
期待値DP,abc402_e,E - Payment Required,1409,1200-1599,https://atcoder.jp/contests/abc402/tasks/abc402_e
bitDP,abc402_e,E - Payment Required,1409,1200-1599,https://atcoder.jp/contests/abc402/tasks/abc402_e
半分全列挙,abc402_f,F - Path to Integer,1645,1600-1999,https://atcoder.jp/contests/abc402/tasks/abc402_f
二分探索,abc402_f,F - Path to Integer,1645,1600-1999,https://atcoder.jp/contests/abc402/tasks/abc402_f
set,abc403_c,C - 403 Forbidden,208,0-399,https://atcoder.jp/contests/abc403/tasks/abc403_c
基礎DP,abc403_d,D - Forbidden Difference,1052,800-1199,https://atcoder.jp/contests/abc403/tasks/abc403_d
Trie,abc403_e,E - Forbidden Prefix,1447,1200-1599,https://atcoder.jp/contests/abc403/tasks/abc403_e
Binary-Indexed-Tree,abc403_e,E - Forbidden Prefix,1447,1200-1599,https://atcoder.jp/contests/abc403/tasks/abc403_e
multiset,abc403_e,E - Forbidden Prefix,1447,1200-1599,https://atcoder.jp/contests/abc403/tasks/abc403_e
二分探索,abc403_e,E - Forbidden Prefix,1447,1200-1599,https://atcoder.jp/contests/abc403/tasks/abc403_e
累積和,abc403_e,E - Forbidden Prefix,1447,1200-1599,https://atcoder.jp/contests/abc403/tasks/abc403_e
基礎DP,abc403_f,F - Shortest One Formula,1733,1600-1999,https://atcoder.jp/contests/abc403/tasks/abc403_f
Union-Find,abc404_c,C - Cycle Graph?,371,0-399,https://atcoder.jp/contests/abc404/tasks/abc404_c
深さ優先探索,abc404_c,C - Cycle Graph?,371,0-399,https://atcoder.jp/contests/abc404/tasks/abc404_c
幅優先探索,abc404_c,C - Cycle Graph?,371,0-399,https://atcoder.jp/contests/abc404/tasks/abc404_c
深さ優先探索,abc404_d,D - Goin' to the Zoo,803,800-1199,https://atcoder.jp/contests/abc404/tasks/abc404_d
基礎DP,abc404_e,E - Bowls and Beans,1286,1200-1599,https://atcoder.jp/contests/abc404/tasks/abc404_e
ベルマンフォード法,abc404_g,G - Specified Range Sums,1894,1600-1999,https://atcoder.jp/contests/abc404/tasks/abc404_g
累積和,abc404_g,G - Specified Range Sums,1894,1600-1999,https://atcoder.jp/contests/abc404/tasks/abc404_g
累積和,abc405_c,C - Sum of Product,102,0-399,https://atcoder.jp/contests/abc405/tasks/abc405_c
幅優先探索,abc405_d,D - Escape Route,471,400-799,https://atcoder.jp/contests/abc405/tasks/abc405_d
二項係数,abc405_e,E - Fruit Lineup,1259,1200-1599,https://atcoder.jp/contests/abc405/tasks/abc405_e
Segment-Tree,abc405_f,F - Chord Crossing,1588,1200-1599,https://atcoder.jp/contests/abc405/tasks/abc405_f
Lazy-Segment-Tree,abc405_f,F - Chord Crossing,1588,1200-1599,https://atcoder.jp/contests/abc405/tasks/abc405_f
stack,abc405_f,F - Chord Crossing,1588,1200-1599,https://atcoder.jp/contests/abc405/tasks/abc405_f
最小共通祖先,abc405_f,F - Chord Crossing,1588,1200-1599,https://atcoder.jp/contests/abc405/tasks/abc405_f
基礎DP,abc406_c,C - ~,862,800-1199,https://atcoder.jp/contests/abc406/tasks/abc406_c
連想配列,abc406_d,D - Garbage Removal,694,400-799,https://atcoder.jp/contests/abc406/tasks/abc406_d
桁DP,abc406_e,E - Popcount Sum 3,1365,1200-1599,https://atcoder.jp/contests/abc406/tasks/abc406_e
Binary-Indexed-Tree,abc406_f,F - Compare Tree Weights,1470,1200-1599,https://atcoder.jp/contests/abc406/tasks/abc406_f
深さ優先探索,abc406_f,F - Compare Tree Weights,1470,1200-1599,https://atcoder.jp/contests/abc406/tasks/abc406_f
bit全探索,abc407_d,D - Domino Covering XOR,930,800-1199,https://atcoder.jp/contests/abc407/tasks/abc407_d
Lazy-Segment-Tree,abc407_e,E - Most Valuable Parentheses,1531,1200-1599,https://atcoder.jp/contests/abc407/tasks/abc407_e
priority_queue,abc407_e,E - Most Valuable Parentheses,1531,1200-1599,https://atcoder.jp/contests/abc407/tasks/abc407_e
set,abc407_f,F - Sums of Sliding Window Maximum,1740,1600-1999,https://atcoder.jp/contests/abc407/tasks/abc407_f
imos法,abc407_f,F - Sums of Sliding Window Maximum,1740,1600-1999,https://atcoder.jp/contests/abc407/tasks/abc407_f
累積和,abc407_f,F - Sums of Sliding Window Maximum,1740,1600-1999,https://atcoder.jp/contests/abc407/tasks/abc407_f
set,abc408_b,B - Compression,35,0-399,https://atcoder.jp/contests/abc408/tasks/abc408_b
imos法,abc408_c,C - Not All Covered,223,0-399,https://atcoder.jp/contests/abc408/tasks/abc408_c
基礎DP,abc408_d,D - Flip to Gather,950,800-1199,https://atcoder.jp/contests/abc408/tasks/abc408_d
Union-Find,abc408_e,E - Minimum OR Path,1222,1200-1599,https://atcoder.jp/contests/abc408/tasks/abc408_e
基礎DP,abc408_f,F - Athletic,1472,1200-1599,https://atcoder.jp/contests/abc408/tasks/abc408_f
Segment-Tree,abc408_f,F - Athletic,1472,1200-1599,https://atcoder.jp/contests/abc408/tasks/abc408_f
累積和,abc409_c,C - Equilateral Triangle,421,400-799,https://atcoder.jp/contests/abc409/tasks/abc409_c
連想配列,abc409_c,C - Equilateral Triangle,421,400-799,https://atcoder.jp/contests/abc409/tasks/abc409_c
深さ優先探索,abc409_e,E - Pair Annihilation,973,800-1199,https://atcoder.jp/contests/abc409/tasks/abc409_e
Union-Find,abc409_f,F - Connecting Points,1580,1200-1599,https://atcoder.jp/contests/abc409/tasks/abc409_f
priority_queue,abc409_f,F - Connecting Points,1580,1200-1599,https://atcoder.jp/contests/abc409/tasks/abc409_f
幅優先探索,abc410_d,D - XOR Shortest Walk,1048,800-1199,https://atcoder.jp/contests/abc410/tasks/abc410_d
深さ優先探索,abc410_d,D - XOR Shortest Walk,1048,800-1199,https://atcoder.jp/contests/abc410/tasks/abc410_d
基礎DP,abc410_e,E - Battles in a Row,1077,800-1199,https://atcoder.jp/contests/abc410/tasks/abc410_e
累積和,abc410_f,F - Balanced Rectangles,1732,1600-1999,https://atcoder.jp/contests/abc410/tasks/abc410_f
累積和,abc411_b,B - Distance Table,32,0-399,https://atcoder.jp/contests/abc411/tasks/abc411_b
Segment-Tree,abc411_c,C - Black Intervals,234,0-399,https://atcoder.jp/contests/abc411/tasks/abc411_c
期待値DP,abc411_e,E - E [max],1400,1200-1599,https://atcoder.jp/contests/abc411/tasks/abc411_e
座標圧縮,abc411_e,E - E [max],1400,1200-1599,https://atcoder.jp/contests/abc411/tasks/abc411_e
逆元,abc411_e,E - E [max],1400,1200-1599,https://atcoder.jp/contests/abc411/tasks/abc411_e
set,abc411_f,F - Contraction,1898,1600-1999,https://atcoder.jp/contests/abc411/tasks/abc411_f
Union-Find,abc411_f,F - Contraction,1898,1600-1999,https://atcoder.jp/contests/abc411/tasks/abc411_f
二分探索,abc412_c,C - Giant Domino,607,400-799,https://atcoder.jp/contests/abc412/tasks/abc412_c
座標圧縮,abc412_c,C - Giant Domino,607,400-799,https://atcoder.jp/contests/abc412/tasks/abc412_c
bitDP,abc412_d,D - Make 2-Regular Graph,1186,800-1199,https://atcoder.jp/contests/abc412/tasks/abc412_d
bit全探索,abc412_d,D - Make 2-Regular Graph,1186,800-1199,https://atcoder.jp/contests/abc412/tasks/abc412_d
連想配列,abc413_b,B - cat 2,51,0-399,https://atcoder.jp/contests/abc413/tasks/abc413_b
分割統治,abc413_e,E - Reverse 2^i,1241,1200-1599,https://atcoder.jp/contests/abc413/tasks/abc413_e
後退解析,abc413_f,F - No Passage,1635,1600-1999,https://atcoder.jp/contests/abc413/tasks/abc413_f
幅優先探索,abc413_f,F - No Passage,1635,1600-1999,https://atcoder.jp/contests/abc413/tasks/abc413_f
Union-Find,abc413_g,G - Big Banned Grid,1723,1600-1999,https://atcoder.jp/contests/abc413/tasks/abc413_g
幅優先探索,abc413_g,G - Big Banned Grid,1723,1600-1999,https://atcoder.jp/contests/abc413/tasks/abc413_g
深さ優先探索,abc413_g,G - Big Banned Grid,1723,1600-1999,https://atcoder.jp/contests/abc413/tasks/abc413_g
二項係数,abc414_e,E - Count A%B=C,1296,1200-1599,https://atcoder.jp/contests/abc414/tasks/abc414_e
基礎DP,abc415_c,C - Mixture,657,400-799,https://atcoder.jp/contests/abc415/tasks/abc415_c
set,abc415_e,E - Hungry Takahashi,1212,1200-1599,https://atcoder.jp/contests/abc415/tasks/abc415_e
Segment-Tree,abc415_f,F - Max Combo,1552,1200-1599,https://atcoder.jp/contests/abc415/tasks/abc415_f
深さ優先探索,abc416_c,C - Concat (X-th),298,0-399,https://atcoder.jp/contests/abc416/tasks/abc416_c
尺取り法,abc416_d,"D - Match, Mod, Minimize 2",682,400-799,https://atcoder.jp/contests/abc416/tasks/abc416_d
ワーシャルフロイド法,abc416_e,E - Development,1428,1200-1599,https://atcoder.jp/contests/abc416/tasks/abc416_e
シミュレーション,abc417_b,B - Search and Delete,41,0-399,https://atcoder.jp/contests/abc417/tasks/abc417_b
連想配列,abc417_c,C - Distance Indicators,246,0-399,https://atcoder.jp/contests/abc417/tasks/abc417_c
基礎DP,abc417_d,D - Takahashi's Expectation,1230,1200-1599,https://atcoder.jp/contests/abc417/tasks/abc417_d
連想配列,abc417_d,D - Takahashi's Expectation,1230,1200-1599,https://atcoder.jp/contests/abc417/tasks/abc417_d
深さ優先探索,abc417_e,E - A Path in A Dictionary,1111,800-1199,https://atcoder.jp/contests/abc417/tasks/abc417_e
Lazy-Segment-Tree,abc417_f,F - Random Gathering,1414,1200-1599,https://atcoder.jp/contests/abc417/tasks/abc417_f
逆元,abc417_f,F - Random Gathering,1414,1200-1599,https://atcoder.jp/contests/abc417/tasks/abc417_f
二分探索,abc418_b,B - You're a teapot,123,0-399,https://atcoder.jp/contests/abc418/tasks/abc418_b
累積和,abc418_b,B - You're a teapot,123,0-399,https://atcoder.jp/contests/abc418/tasks/abc418_b
累積和,abc418_c,C - Flush,401,400-799,https://atcoder.jp/contests/abc418/tasks/abc418_c
基礎DP,abc418_d,D - XNOR Operation,821,800-1199,https://atcoder.jp/contests/abc418/tasks/abc418_d
連想配列,abc418_e,E - Trapezium,1282,1200-1599,https://atcoder.jp/contests/abc418/tasks/abc418_e
priority_queue,abc419_b,B - Get Min,31,0-399,https://atcoder.jp/contests/abc419/tasks/abc419_b
累積和,abc419_d,D - Substr Swap,251,0-399,https://atcoder.jp/contests/abc419/tasks/abc419_d
基礎DP,abc419_e,E - Subarray Sum Divisibility,1298,1200-1599,https://atcoder.jp/contests/abc419/tasks/abc419_e
基礎DP,abc419_f,F - All Included,1726,1600-1999,https://atcoder.jp/contests/abc419/tasks/abc419_f
包除原理,abc419_f,F - All Included,1726,1600-1999,https://atcoder.jp/contests/abc419/tasks/abc419_f
幅優先探索,abc420_d,D - Toggle Maze,699,400-799,https://atcoder.jp/contests/abc420/tasks/abc420_d
Union-Find,abc420_e,E - Reachability Query,790,400-799,https://atcoder.jp/contests/abc420/tasks/abc420_e
シミュレーション,abc421_d,D - RLE Moving,1321,1200-1599,https://atcoder.jp/contests/abc421/tasks/abc421_d
Segment-Tree,abc421_f,F - Erase between X and Y,1805,1600-1999,https://atcoder.jp/contests/abc421/tasks/abc421_f
set,abc421_f,F - Erase between X and Y,1805,1600-1999,https://atcoder.jp/contests/abc421/tasks/abc421_f
累積和,abc425_c,C - Rotate and Sum Query,315,0-399,https://atcoder.jp/contests/abc425/tasks/abc425_c
幅優先探索,abc425_d,D - Ulam-Warburton Automaton,882,800-1199,https://atcoder.jp/contests/abc425/tasks/abc425_d
中国剰余定理,abc425_e,E - Count Sequences 2,1221,1200-1599,https://atcoder.jp/contests/abc425/tasks/abc425_e
二項係数,abc425_e,E - Count Sequences 2,1221,1200-1599,https://atcoder.jp/contests/abc425/tasks/abc425_e
bitDP,abc425_f,F - Inserting Process,1831,1600-1999,https://atcoder.jp/contests/abc425/tasks/abc425_f
区間DP,abc425_f,F - Inserting Process,1831,1600-1999,https://atcoder.jp/contests/abc425/tasks/abc425_f
multiset,abc426_c,C - Upgrade Required,458,400-799,https://atcoder.jp/contests/abc426/tasks/abc426_c
priority_queue,abc426_c,C - Upgrade Required,458,400-799,https://atcoder.jp/contests/abc426/tasks/abc426_c
Lazy-Segment-Tree,abc426_c,C - Upgrade Required,458,400-799,https://atcoder.jp/contests/abc426/tasks/abc426_c
シミュレーション,abc426_c,C - Upgrade Required,458,400-799,https://atcoder.jp/contests/abc426/tasks/abc426_c
三分探索,abc426_e,E - Closest Moment,1584,1200-1599,https://atcoder.jp/contests/abc426/tasks/abc426_e
Lazy-Segment-Tree,abc426_f,F - Clearance,1776,1600-1999,https://atcoder.jp/contests/abc426/tasks/abc426_f
Segment-Tree,abc426_f,F - Clearance,1776,1600-1999,https://atcoder.jp/contests/abc426/tasks/abc426_f
二分探索,abc426_f,F - Clearance,1776,1600-1999,https://atcoder.jp/contests/abc426/tasks/abc426_f
bit全探索,abc427_c,C - Bipartize,629,400-799,https://atcoder.jp/contests/abc427/tasks/abc427_c
後退解析,abc427_d,D - The Simple Game,981,800-1199,https://atcoder.jp/contests/abc427/tasks/abc427_d
基礎DP,abc427_d,D - The Simple Game,981,800-1199,https://atcoder.jp/contests/abc427/tasks/abc427_d
幅優先探索,abc427_e,E - Wind Cleaning,1734,1600-1999,https://atcoder.jp/contests/abc427/tasks/abc427_e
累積和,abc427_e,E - Wind Cleaning,1734,1600-1999,https://atcoder.jp/contests/abc427/tasks/abc427_e
半分全列挙,abc427_f,F - Not Adjacent,1605,1600-1999,https://atcoder.jp/contests/abc427/tasks/abc427_f
連想配列,abc427_f,F - Not Adjacent,1605,1600-1999,https://atcoder.jp/contests/abc427/tasks/abc427_f
連想配列,abc428_b,B - Most Frequent Substrings,118,0-399,https://atcoder.jp/contests/abc428/tasks/abc428_b
stack,abc428_c,C - Brackets Stack Query,483,400-799,https://atcoder.jp/contests/abc428/tasks/abc428_c
深さ優先探索,abc428_e,E - Farthest Vertex,1167,800-1199,https://atcoder.jp/contests/abc428/tasks/abc428_e
尺取り法,abc429_d,D - On AtCoder Conference,903,800-1199,https://atcoder.jp/contests/abc429/tasks/abc429_d
連想配列,abc429_d,D - On AtCoder Conference,903,800-1199,https://atcoder.jp/contests/abc429/tasks/abc429_d
幅優先探索,abc429_e,E - Hit and Away,1313,1200-1599,https://atcoder.jp/contests/abc429/tasks/abc429_e
乱択アルゴリズム,abc429_e,E - Hit and Away,1313,1200-1599,https://atcoder.jp/contests/abc429/tasks/abc429_e
Segment-Tree,abc429_f,F - Shortest Path Query,1859,1600-1999,https://atcoder.jp/contests/abc429/tasks/abc429_f
set,abc430_b,B - Count Subgrid,141,0-399,https://atcoder.jp/contests/abc430/tasks/abc430_b
二分探索,abc430_c,C - Truck Driver,750,400-799,https://atcoder.jp/contests/abc430/tasks/abc430_c
尺取り法,abc430_c,C - Truck Driver,750,400-799,https://atcoder.jp/contests/abc430/tasks/abc430_c
累積和,abc430_c,C - Truck Driver,750,400-799,https://atcoder.jp/contests/abc430/tasks/abc430_c
set,abc430_d,D - Neighbor Distance,982,800-1199,https://atcoder.jp/contests/abc430/tasks/abc430_d
Z-Algorithm,abc430_e,E - Shift String,1109,800-1199,https://atcoder.jp/contests/abc430/tasks/abc430_e
累積和,abc430_f,F - Back and Forth Filling,1615,1600-1999,https://atcoder.jp/contests/abc430/tasks/abc430_f
基礎DP,abc431_d,D - Robot Customize,693,400-799,https://atcoder.jp/contests/abc431/tasks/abc431_d
幅優先探索,abc431_e,E - Reflection on Grid,1424,1200-1599,https://atcoder.jp/contests/abc431/tasks/abc431_e
挿入DP,abc431_f,F - Almost Sorted 2,1613,1600-1999,https://atcoder.jp/contests/abc431/tasks/abc431_f
二項係数,abc431_f,F - Almost Sorted 2,1613,1600-1999,https://atcoder.jp/contests/abc431/tasks/abc431_f
Union-Find,abc432_d,"D - Suddenly, A Tempest",1745,1600-1999,https://atcoder.jp/contests/abc432/tasks/abc432_d
深さ優先探索,abc432_d,"D - Suddenly, A Tempest",1745,1600-1999,https://atcoder.jp/contests/abc432/tasks/abc432_d
Segment-Tree,abc432_e,E - Clamp,1133,800-1199,https://atcoder.jp/contests/abc432/tasks/abc432_e
二項係数,abc432_g,"G - Sum of Binom(A, B)",1984,1600-1999,https://atcoder.jp/contests/abc432/tasks/abc432_g
stack,abc433_b,B - Nearest Taller,47,0-399,https://atcoder.jp/contests/abc433/tasks/abc433_b
連想配列,abc433_d,D - 183183,752,400-799,https://atcoder.jp/contests/abc433/tasks/abc433_d
二分探索,abc433_d,D - 183183,752,400-799,https://atcoder.jp/contests/abc433/tasks/abc433_d
二項係数,abc433_f,F - 1122 Subsequence 2,1617,1600-1999,https://atcoder.jp/contests/abc433/tasks/abc433_f
累積和,abc433_f,F - 1122 Subsequence 2,1617,1600-1999,https://atcoder.jp/contests/abc433/tasks/abc433_f
imos法,abc434_d,D - Clouds,909,800-1199,https://atcoder.jp/contests/abc434/tasks/abc434_d
Union-Find,abc434_e,E - Distribute Bunnies,1317,1200-1599,https://atcoder.jp/contests/abc434/tasks/abc434_e
連想配列,abc434_e,E - Distribute Bunnies,1317,1200-1599,https://atcoder.jp/contests/abc434/tasks/abc434_e
座標圧縮,abc434_e,E - Distribute Bunnies,1317,1200-1599,https://atcoder.jp/contests/abc434/tasks/abc434_e
尺取り法,abc435_c,C - Domino,151,0-399,https://atcoder.jp/contests/abc435/tasks/abc435_c
幅優先探索,abc435_d,D - Reachability Query 2,568,400-799,https://atcoder.jp/contests/abc435/tasks/abc435_d
深さ優先探索,abc435_d,D - Reachability Query 2,568,400-799,https://atcoder.jp/contests/abc435/tasks/abc435_d
set,abc435_e,E - Cover query,982,800-1199,https://atcoder.jp/contests/abc435/tasks/abc435_e
Segment-Tree,abc435_e,E - Cover query,982,800-1199,https://atcoder.jp/contests/abc435/tasks/abc435_e
座標圧縮,abc435_e,E - Cover query,982,800-1199,https://atcoder.jp/contests/abc435/tasks/abc435_e
木DP,abc435_f,F - Cat exercise,1385,1200-1599,https://atcoder.jp/contests/abc435/tasks/abc435_f
stack,abc435_f,F - Cat exercise,1385,1200-1599,https://atcoder.jp/contests/abc435/tasks/abc435_f
set,abc436_c,C - 2x2 Placing,248,0-399,https://atcoder.jp/contests/abc436/tasks/abc436_c
連想配列,abc436_c,C - 2x2 Placing,248,0-399,https://atcoder.jp/contests/abc436/tasks/abc436_c
幅優先探索,abc436_d,D - Teleport Maze,633,400-799,https://atcoder.jp/contests/abc436/tasks/abc436_d
Binary-Indexed-Tree,abc436_f,F - Starry Landscape Photo,1336,1200-1599,https://atcoder.jp/contests/abc436/tasks/abc436_f
二分探索,abc437_d,D - Sum of Differences,509,400-799,https://atcoder.jp/contests/abc437/tasks/abc437_d
累積和,abc437_d,D - Sum of Differences,509,400-799,https://atcoder.jp/contests/abc437/tasks/abc437_d
Trie,abc437_e,E - Sort Arrays,1279,1200-1599,https://atcoder.jp/contests/abc437/tasks/abc437_e
深さ優先探索,abc437_e,E - Sort Arrays,1279,1200-1599,https://atcoder.jp/contests/abc437/tasks/abc437_e
連想配列,abc437_e,E - Sort Arrays,1279,1200-1599,https://atcoder.jp/contests/abc437/tasks/abc437_e
Segment-Tree,abc437_f,F - Manhattan Christmas Tree 2,1332,1200-1599,https://atcoder.jp/contests/abc437/tasks/abc437_f
stack,abc438_c,C - 1D puyopuyo,368,0-399,https://atcoder.jp/contests/abc438/tasks/abc438_c
基礎DP,abc438_d,D - Tail of Snake,652,400-799,https://atcoder.jp/contests/abc438/tasks/abc438_d
累積和,abc438_d,D - Tail of Snake,652,400-799,https://atcoder.jp/contests/abc438/tasks/abc438_d
ダブリング,abc438_e,E - Heavy Buckets,1226,1200-1599,https://atcoder.jp/contests/abc438/tasks/abc438_e
最小共通祖先,abc438_f,F - Sum of Mex,1852,1600-1999,https://atcoder.jp/contests/abc438/tasks/abc438_f
シミュレーション,abc439_b,B - Happy Number,46,0-399,https://atcoder.jp/contests/abc439/tasks/abc439_b
連想配列,abc439_d,D - Kadomatsu Subsequence,627,400-799,https://atcoder.jp/contests/abc439/tasks/abc439_d
LIS,abc439_e,E - Kite,1071,800-1199,https://atcoder.jp/contests/abc439/tasks/abc439_e
二分探索,abc439_e,E - Kite,1071,800-1199,https://atcoder.jp/contests/abc439/tasks/abc439_e
座標圧縮,abc439_e,E - Kite,1071,800-1199,https://atcoder.jp/contests/abc439/tasks/abc439_e
Segment-Tree,abc439_f,F - Beautiful Kadomatsu,1488,1200-1599,https://atcoder.jp/contests/abc439/tasks/abc439_f
累積和,abc439_f,F - Beautiful Kadomatsu,1488,1200-1599,https://atcoder.jp/contests/abc439/tasks/abc439_f
尺取り法,abc440_c,C - Striped Horse,631,400-799,https://atcoder.jp/contests/abc440/tasks/abc440_c
累積和,abc440_c,C - Striped Horse,631,400-799,https://atcoder.jp/contests/abc440/tasks/abc440_c
二分探索,abc440_d,D - Forbidden List 2,863,800-1199,https://atcoder.jp/contests/abc440/tasks/abc440_d
